origin,target_year,y_true,y_pred,block,n_train,n_features_non_nulles,cible,horizon,modele,n_pays_entrainement,effets_fixes_pays,p_retenu
2015,2019,0.303386036590383,0.4865306310555133,interne,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2016,2020,0.705968661338261,0.6191743649291233,interne,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2017,2021,1.40195883962006,-0.3578756366119966,finale,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2018,2022,6.65704202759067,0.8880279267543438,finale,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2019,2023,6.09114152504141,-0.7941539593117223,finale,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2020,2024,0.985256592004507,-0.2981964899123404,finale,,,INFLATION_CPI,4,baseline_random_walk_drift,,,
2009,2013,1.88065466724086,1.771657407838188,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2010,2014,0.442310053557048,1.501452080853073,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2011,2015,1.5579071134626,1.4249026875366635,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2012,2016,1.63531114327064,1.5081945516852777,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2013,2017,0.754663249323619,1.7397855542495415,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2014,2018,1.80391671141896,1.3417651744824954,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2015,2019,0.303386036590383,1.4713138578823166,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2016,2020,0.705968661338261,1.6137933618581772,interne,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2017,2021,1.40195883962006,1.3760811350085478,finale,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2018,2022,6.65704202759067,1.5263202596361887,finale,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2019,2023,6.09114152504141,1.2320524458520805,finale,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2020,2024,0.985256592004507,1.1173624328017584,finale,,,INFLATION_CPI,4,baseline_ar_p,,,3.0
2010,2015,1.5579071134626,1.9982919951886948,interne,6.0,0.0,INFLATION_CPI,5,elasticnet,,,
2011,2016,1.63531114327064,1.842382411546281,interne,7.0,0.0,INFLATION_CPI,5,elasticnet,,,
2012,2017,0.754663249323619,1.77297491020202,interne,8.0,0.0,INFLATION_CPI,5,elasticnet,,,
2013,2018,1.80391671141896,1.7849393276507801,interne,9.0,0.0,INFLATION_CPI,5,elasticnet,,,
2014,2019,0.303386036590383,1.650676400241407,interne,10.0,0.0,INFLATION_CPI,5,elasticnet,,,
2015,2020,0.705968661338261,1.6422428287160609,interne,11.0,0.0,INFLATION_CPI,5,elasticnet,,,
2016,2021,1.40195883962006,1.641665188262276,finale,12.0,0.0,INFLATION_CPI,5,elasticnet,,,
2017,2022,6.65704202759067,1.5734342698823793,finale,13.0,0.0,INFLATION_CPI,5,elasticnet,,,
2018,2023,6.09114152504141,1.5898973014207065,finale,14.0,0.0,INFLATION_CPI,5,elasticnet,,,
2019,2024,0.985256592004507,1.5041298837653516,finale,15.0,0.0,INFLATION_CPI,5,elasticnet,,,
2006,2011,0.9069249096918,3.0926983918754942,interne,17.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2007,2012,1.28712240079219,2.6416205698962134,interne,26.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2008,2013,1.88065466724086,3.2672185511526757,interne,35.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2009,2014,0.442310053557048,2.9534032849122505,interne,44.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2010,2015,1.5579071134626,2.656649922914224,interne,53.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2011,2016,1.63531114327064,2.526194662788358,interne,62.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2012,2017,0.754663249323619,2.4535035867421366,interne,71.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2013,2018,1.80391671141896,2.4630438444368075,interne,80.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2014,2019,0.303386036590383,2.2669338810361643,interne,89.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2015,2020,0.705968661338261,2.2608057771014907,interne,98.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2016,2021,1.40195883962006,2.282290963657435,finale,107.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2017,2022,6.65704202759067,1.9547724053310005,finale,116.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2018,2023,6.09114152504141,2.0958021523628076,finale,125.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2019,2024,0.985256592004507,1.813764555404335,finale,134.0,,INFLATION_CPI,5,panel_avec_effets_fixes,9.0,True,
2006,2011,0.9069249096918,5.461621020556858,interne,15.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2007,2012,1.28712240079219,4.822028801822823,interne,23.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2008,2013,1.88065466724086,6.364390987738995,interne,31.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2009,2014,0.442310053557048,5.8596555027266355,interne,39.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2010,2015,1.5579071134626,5.0996428097132815,interne,47.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2011,2016,1.63531114327064,5.454860458666147,interne,55.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2012,2017,0.754663249323619,5.027740001982099,interne,63.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2013,2018,1.80391671141896,4.6474063142540984,interne,71.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2014,2019,0.303386036590383,4.363333752986714,interne,79.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2015,2020,0.705968661338261,4.208589631592168,interne,87.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2016,2021,1.40195883962006,3.926114340900453,finale,95.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2017,2022,6.65704202759067,3.5466464895487944,finale,103.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2018,2023,6.09114152504141,3.833766845604521,finale,111.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2019,2024,0.985256592004507,3.309989364423275,finale,119.0,,INFLATION_CPI,5,panel_leave_one_country_out,8.0,False,
2010,2015,1.5579071134626,0.993557401226392,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2011,2016,1.63531114327064,0.9069249096918,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2012,2017,0.754663249323619,1.28712240079219,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2013,2018,1.80391671141896,1.88065466724086,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2014,2019,0.303386036590383,0.442310053557048,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2015,2020,0.705968661338261,1.5579071134626,interne,,,INFLATION_CPI,5,baseline_random_walk,,,
2016,2021,1.40195883962006,1.63531114327064,finale,,,INFLATION_CPI,5,baseline_random_walk,,,
2017,2022,6.65704202759067,0.754663249323619,finale,,,INFLATION_CPI,5,baseline_random_walk,,,
2018,2023,6.09114152504141,1.80391671141896,finale,,,INFLATION_CPI,5,baseline_random_walk,,,
2019,2024,0.985256592004507,0.303386036590383,finale,,,INFLATION_CPI,5,baseline_random_walk,,,
2010,2015,1.5579071134626,-0.8466027584259045,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2011,2016,1.63531114327064,-0.8628853648615298,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2012,2017,0.754663249323619,-0.3078879818537452,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2013,2018,1.80391671141896,0.49303845345352837,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2014,2019,0.303386036590383,-1.1976586321707936,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2015,2020,0.705968661338261,0.21868651045374166,interne,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2016,2021,1.40195883962006,0.365140170343744,finale,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2017,2022,6.65704202759067,-0.6360103580959005,finale,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2018,2023,6.09114152504141,0.6590557305881897,finale,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2019,2024,0.985256592004507,-1.0685389582872484,finale,,,INFLATION_CPI,5,baseline_random_walk_drift,,,
2010,2015,1.5579071134626,1.55371889144449,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2011,2016,1.63531114327064,1.4823883187386027,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2012,2017,0.754663249323619,1.5307294504913052,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2013,2018,1.80391671141896,1.7207440049229326,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2014,2019,0.303386036590383,1.4347190331746202,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2015,2020,0.705968661338261,1.4651112620426303,interne,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2016,2021,1.40195883962006,1.612435529849671,finale,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2017,2022,6.65704202759067,1.4205441445828488,finale,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2018,2023,6.09114152504141,1.5192926797823305,finale,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2019,2024,0.985256592004507,1.3115026894262363,finale,,,INFLATION_CPI,5,baseline_ar_p,,,3.0
2006,2007,-0.11621977601717,-3.74540900163375,interne,6.0,0.0,SOBG,1,elasticnet,,,
2007,2008,0.6259062355813,-2.86831554135986,interne,7.0,2.0,SOBG,1,elasticnet,,,
2008,2009,-1.6292201850072,-1.6701679102382938,interne,8.0,3.0,SOBG,1,elasticnet,,,
2009,2010,-3.9322696122225,-2.505143671787172,interne,9.0,3.0,SOBG,1,elasticnet,,,
2010,2011,-6.0753401134425,-2.861283782128015,interne,10.0,2.0,SOBG,1,elasticnet,,,
2011,2012,-6.6317595696544,-2.9811782469265355,interne,11.0,4.0,SOBG,1,elasticnet,,,
2012,2013,-4.7017527249975,-4.282056052844482,interne,12.0,5.0,SOBG,1,elasticnet,,,
2013,2014,-4.7796503883354,-3.9943040161389525,interne,13.0,5.0,SOBG,1,elasticnet,,,
2014,2015,-4.5930742477301,-3.7501048270199355,interne,14.0,3.0,SOBG,1,elasticnet,,,
2015,2016,-4.4855400029957,-3.547394748975521,interne,15.0,3.0,SOBG,1,elasticnet,,,
2016,2017,-3.3034872638492,-3.892671570502909,interne,16.0,2.0,SOBG,1,elasticnet,,,
2017,2018,-3.5214990834454,-3.6400663659828605,interne,17.0,2.0,SOBG,1,elasticnet,,,
2018,2019,-3.8036360454124,-3.6542216490994774,interne,18.0,2.0,SOBG,1,elasticnet,,,
2019,2020,-7.1470874560234,-3.674251208775405,interne,19.0,2.0,SOBG,1,elasticnet,,,
2020,2021,-5.9244105125583,-4.3839181602453605,finale,20.0,2.0,SOBG,1,elasticnet,,,
2021,2022,-5.3656212805282,-4.228487898072258,finale,21.0,1.0,SOBG,1,elasticnet,,,
2022,2023,-4.4062396285274,-4.209817705067504,finale,22.0,1.0,SOBG,1,elasticnet,,,
2023,2024,-3.922221571142,-4.076191608401362,finale,23.0,1.0,SOBG,1,elasticnet,,,
2002,2003,-3.7449225262748,-4.152480442186389,interne,11.0,,SOBG,1,panel_avec_effets_fixes,6.0,True,
2003,2004,-3.3133721046275,-4.010531862042315,interne,17.0,,SOBG,1,panel_avec_effets_fixes,6.0,True,
2004,2005,-5.4551361961385,-3.3813415622610163,interne,23.0,,SOBG,1,panel_avec_effets_fixes,6.0,True,
2005,2006,-1.8003547749215,-5.150794873599645,interne,30.0,,SOBG,1,panel_avec_effets_fixes,7.0,True,
2006,2007,-0.11621977601717,-1.4667843954939601,interne,39.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2007,2008,0.6259062355813,-0.31638206891068144,interne,48.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2008,2009,-1.6292201850072,0.15621515465046643,interne,57.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2009,2010,-3.9322696122225,-3.29753772235253,interne,66.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2010,2011,-6.0753401134425,-3.831894904193907,interne,75.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2011,2012,-6.6317595696544,-4.576168175558425,interne,84.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2012,2013,-4.7017527249975,-4.869851808163588,interne,93.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2013,2014,-4.7796503883354,-3.7864984450698587,interne,102.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2014,2015,-4.5930742477301,-3.9268114782936108,interne,111.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2015,2016,-4.4855400029957,-3.703429340952937,interne,120.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2016,2017,-3.3034872638492,-3.8079637778589963,interne,129.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2017,2018,-3.5214990834454,-3.0017398659235983,interne,138.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2018,2019,-3.8036360454124,-3.214303963070573,interne,147.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2019,2020,-7.1470874560234,-3.3181633941512367,interne,156.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2020,2021,-5.9244105125583,-6.3769612368726225,finale,165.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2021,2022,-5.3656212805282,-4.508164730701328,finale,174.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2022,2023,-4.4062396285274,-4.384518325296611,finale,183.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2023,2024,-3.922221571142,-3.567352707298934,finale,192.0,,SOBG,1,panel_avec_effets_fixes,9.0,True,
2003,2004,-3.3133721046275,-4.10470437604537,interne,14.0,,SOBG,1,panel_leave_one_country_out,5.0,False,
2004,2005,-5.4551361961385,-3.879760374892853,interne,19.0,,SOBG,1,panel_leave_one_country_out,5.0,False,
2005,2006,-1.8003547749215,-4.8019558985389335,interne,25.0,,SOBG,1,panel_leave_one_country_out,6.0,False,
2006,2007,-0.11621977601717,-1.42570728384622,interne,33.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2007,2008,0.6259062355813,0.04284796006671465,interne,41.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2008,2009,-1.6292201850072,0.36933519352126876,interne,49.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2009,2010,-3.9322696122225,-3.216759340123102,interne,57.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2010,2011,-6.0753401134425,-3.728765149379167,interne,65.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2011,2012,-6.6317595696544,-4.467799982966884,interne,73.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2012,2013,-4.7017527249975,-5.075076760838806,interne,81.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2013,2014,-4.7796503883354,-4.002486351530788,interne,89.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2014,2015,-4.5930742477301,-4.188398566050701,interne,97.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2015,2016,-4.4855400029957,-3.915038508720982,interne,105.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2016,2017,-3.3034872638492,-3.845232264392539,interne,113.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2017,2018,-3.5214990834454,-2.9337534140009525,interne,121.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2018,2019,-3.8036360454124,-3.08891389624629,interne,129.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2019,2020,-7.1470874560234,-3.192987104191532,interne,137.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2020,2021,-5.9244105125583,-6.310241973943335,finale,145.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2021,2022,-5.3656212805282,-4.42357830527754,finale,153.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2022,2023,-4.4062396285274,-4.5058472586392,finale,161.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2023,2024,-3.922221571142,-3.5894689599537957,finale,169.0,,SOBG,1,panel_leave_one_country_out,8.0,False,
2006,2007,-0.11621977601717,-1.8003547749215,interne,,,SOBG,1,baseline_random_walk,,,
2007,2008,0.6259062355813,-0.11621977601717,interne,,,SOBG,1,baseline_random_walk,,,
2008,2009,-1.6292201850072,0.6259062355813,interne,,,SOBG,1,baseline_random_walk,,,
2009,2010,-3.9322696122225,-1.6292201850072,interne,,,SOBG,1,baseline_random_walk,,,
2010,2011,-6.0753401134425,-3.9322696122225,interne,,,SOBG,1,baseline_random_walk,,,
2011,2012,-6.6317595696544,-6.0753401134425,interne,,,SOBG,1,baseline_random_walk,,,
2012,2013,-4.7017527249975,-6.6317595696544,interne,,,SOBG,1,baseline_random_walk,,,
2013,2014,-4.7796503883354,-4.7017527249975,interne,,,SOBG,1,baseline_random_walk,,,
2014,2015,-4.5930742477301,-4.7796503883354,interne,,,SOBG,1,baseline_random_walk,,,
2015,2016,-4.4855400029957,-4.5930742477301,interne,,,SOBG,1,baseline_random_walk,,,
2016,2017,-3.3034872638492,-4.4855400029957,interne,,,SOBG,1,baseline_random_walk,,,
2017,2018,-3.5214990834454,-3.3034872638492,interne,,,SOBG,1,baseline_random_walk,,,
2018,2019,-3.8036360454124,-3.5214990834454,interne,,,SOBG,1,baseline_random_walk,,,
2019,2020,-7.1470874560234,-3.8036360454124,interne,,,SOBG,1,baseline_random_walk,,,
2020,2021,-5.9244105125583,-7.1470874560234,finale,,,SOBG,1,baseline_random_walk,,,
2021,2022,-5.3656212805282,-5.9244105125583,finale,,,SOBG,1,baseline_random_walk,,,
2022,2023,-4.4062396285274,-5.3656212805282,finale,,,SOBG,1,baseline_random_walk,,,
2023,2024,-3.922221571142,-4.4062396285274,finale,,,SOBG,1,baseline_random_walk,,,
2006,2007,-0.11621977601717,-1.8606228662060835,interne,,,SOBG,1,baseline_random_walk_drift,,,
2007,2008,0.6259062355813,-0.06746267416494635,interne,,,SOBG,1,baseline_random_walk_drift,,,
2008,2009,-1.6292201850072,0.7154497438891851,interne,,,SOBG,1,baseline_random_walk_drift,,,
2009,2010,-3.9322696122225,-1.6699361171935583,interne,,,SOBG,1,baseline_random_walk_drift,,,
2010,2011,-6.0753401134425,-4.09205572835775,interne,,,SOBG,1,baseline_random_walk_drift,,,
2011,2012,-6.6317595696544,-6.334290448831987,interne,,,SOBG,1,baseline_random_walk_drift,,,
2012,2013,-4.7017527249975,-6.904875101273526,interne,,,SOBG,1,baseline_random_walk_drift,,,
2013,2014,-4.7796503883354,-4.874726330422262,interne,,,SOBG,1,baseline_random_walk_drift,,,
2014,2015,-4.5930742477301,-4.9484902571476885,interne,,,SOBG,1,baseline_random_walk_drift,,,
2015,2016,-4.4855400029957,-4.7471051161499895,interne,,,SOBG,1,baseline_random_walk_drift,,,
2016,2017,-3.3034872638492,-4.629108266889418,interne,,,SOBG,1,baseline_random_walk_drift,,,
2017,2018,-3.5214990834454,-3.3960701045490636,interne,,,SOBG,1,baseline_random_walk_drift,,,
2018,2019,-3.8036360454124,-3.618727441882165,interne,,,SOBG,1,baseline_random_walk_drift,,,
2019,2020,-7.1470874560234,-3.9074682825466733,interne,,,SOBG,1,baseline_random_walk_drift,,,
2020,2021,-5.9244105125583,-7.36263069913963,finale,,,SOBG,1,baseline_random_walk_drift,,,
2021,2022,-5.3656212805282,-6.092013082788485,finale,,,SOBG,1,baseline_random_walk_drift,,,
2022,2023,-4.4062396285274,-5.509791857137086,finale,,,SOBG,1,baseline_random_walk_drift,,,
2023,2024,-3.922221571142,-4.515924197992233,finale,,,SOBG,1,baseline_random_walk_drift,,,
2006,2007,-0.11621977601717,-1.329883932216089,interne,,,SOBG,1,baseline_ar_p,,,3.0
2007,2008,0.6259062355813,0.669290581797621,interne,,,SOBG,1,baseline_ar_p,,,3.0
2008,2009,-1.6292201850072,0.13073857288202148,interne,,,SOBG,1,baseline_ar_p,,,3.0
2009,2010,-3.9322696122225,-2.155376745863868,interne,,,SOBG,1,baseline_ar_p,,,3.0
2010,2011,-6.0753401134425,-3.948605650841606,interne,,,SOBG,1,baseline_ar_p,,,3.0
2011,2012,-6.6317595696544,-5.030204599403932,interne,,,SOBG,1,baseline_ar_p,,,3.0
2012,2013,-4.7017527249975,-4.8168247569704725,interne,,,SOBG,1,baseline_ar_p,,,3.0
2013,2014,-4.7796503883354,-2.389383810355632,interne,,,SOBG,1,baseline_ar_p,,,3.0
2014,2015,-4.5930742477301,-3.0689907157118927,interne,,,SOBG,1,baseline_ar_p,,,3.0
2015,2016,-4.4855400029957,-3.5996085579363704,interne,,,SOBG,1,baseline_ar_p,,,3.0
2016,2017,-3.3034872638492,-3.6061117809091865,interne,,,SOBG,1,baseline_ar_p,,,3.0
2017,2018,-3.5214990834454,-2.5662159893148835,interne,,,SOBG,1,baseline_ar_p,,,3.0
2018,2019,-3.8036360454124,-3.019806723531232,interne,,,SOBG,1,baseline_ar_p,,,3.0
2019,2020,-7.1470874560234,-3.472018836390873,interne,,,SOBG,1,baseline_ar_p,,,3.0
2020,2021,-5.9244105125583,-6.665677964907965,finale,,,SOBG,1,baseline_ar_p,,,3.0
2021,2022,-5.3656212805282,-4.917355911450494,finale,,,SOBG,1,baseline_ar_p,,,3.0
2022,2023,-4.4062396285274,-4.143872732229215,finale,,,SOBG,1,baseline_ar_p,,,3.0
2023,2024,-3.922221571142,-3.5688583811858026,finale,,,SOBG,1,baseline_ar_p,,,3.0
2007,2009,-1.6292201850072,-1.1433029527154217,interne,6.0,4.0,SOBG,2,elasticnet,,,
2008,2010,-3.9322696122225,-0.7500822895515331,interne,7.0,4.0,SOBG,2,elasticnet,,,
2009,2011,-6.0753401134425,-1.861652743611237,interne,8.0,4.0,SOBG,2,elasticnet,,,
2010,2012,-6.6317595696544,-2.1690498927097703,interne,9.0,3.0,SOBG,2,elasticnet,,,
2011,2013,-4.7017527249975,-2.458681710323301,interne,10.0,6.0,SOBG,2,elasticnet,,,
2012,2014,-4.7796503883354,-3.4636930933831036,interne,11.0,6.0,SOBG,2,elasticnet,,,
2013,2015,-4.5930742477301,-3.6358464415538325,interne,12.0,5.0,SOBG,2,elasticnet,,,
2014,2016,-4.4855400029957,-3.370258186239398,interne,13.0,5.0,SOBG,2,elasticnet,,,
2015,2017,-3.3034872638492,-2.996985961099952,interne,14.0,6.0,SOBG,2,elasticnet,,,
2016,2018,-3.5214990834454,-2.8129753765552907,interne,15.0,4.0,SOBG,2,elasticnet,,,
2017,2019,-3.8036360454124,-2.8673799915442126,interne,16.0,4.0,SOBG,2,elasticnet,,,
2018,2020,-7.1470874560234,-3.134704978119116,interne,17.0,4.0,SOBG,2,elasticnet,,,
2019,2021,-5.9244105125583,-3.3317166895622883,finale,18.0,3.0,SOBG,2,elasticnet,,,
2020,2022,-5.3656212805282,-4.421892680302946,finale,19.0,2.0,SOBG,2,elasticnet,,,
2021,2023,-4.4062396285274,-3.8199488169531843,finale,20.0,1.0,SOBG,2,elasticnet,,,
2022,2024,-3.922221571142,-4.021447177858726,finale,21.0,2.0,SOBG,2,elasticnet,,,
2003,2005,-5.4551361961385,-3.7673272191022584,interne,11.0,,SOBG,2,panel_avec_effets_fixes,6.0,True,
2004,2006,-1.8003547749215,-3.522173475416115,interne,17.0,,SOBG,2,panel_avec_effets_fixes,6.0,True,
2005,2007,-0.11621977601717,-5.2808679948330255,interne,23.0,,SOBG,2,panel_avec_effets_fixes,6.0,True,
2006,2008,0.6259062355813,-1.7921997103179974,interne,30.0,,SOBG,2,panel_avec_effets_fixes,7.0,True,
2007,2009,-1.6292201850072,-0.9860323370143929,interne,39.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2008,2010,-3.9322696122225,-0.6508281522066055,interne,48.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2009,2011,-6.0753401134425,-3.4518020688422824,interne,57.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2010,2012,-6.6317595696544,-3.468086115253696,interne,66.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2011,2013,-4.7017527249975,-2.72928039316206,interne,75.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2012,2014,-4.7796503883354,-3.5422428514123814,interne,84.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2013,2015,-4.5930742477301,-3.38817431783171,interne,93.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2014,2016,-4.4855400029957,-3.198513989044228,interne,102.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2015,2017,-3.3034872638492,-2.8142851870399515,interne,111.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2016,2018,-3.5214990834454,-3.0415569043136528,interne,120.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2017,2019,-3.8036360454124,-2.6719137612903645,interne,129.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2018,2020,-7.1470874560234,-2.762536465477799,interne,138.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2019,2021,-5.9244105125583,-2.949807592680231,finale,147.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2020,2022,-5.3656212805282,-5.3499570048049865,finale,156.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2021,2023,-4.4062396285274,-3.6884599153746156,finale,165.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2022,2024,-3.922221571142,-3.8708130996326755,finale,174.0,,SOBG,2,panel_avec_effets_fixes,9.0,True,
2004,2006,-1.8003547749215,-4.082644452880789,interne,14.0,,SOBG,2,panel_leave_one_country_out,5.0,False,
2005,2007,-0.11621977601717,-5.470446171376414,interne,19.0,,SOBG,2,panel_leave_one_country_out,5.0,False,
2006,2008,0.6259062355813,-1.612880192490862,interne,25.0,,SOBG,2,panel_leave_one_country_out,6.0,False,
2007,2009,-1.6292201850072,-0.6044856913930481,interne,33.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2008,2010,-3.9322696122225,-0.2430886944435124,interne,41.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2009,2011,-6.0753401134425,-3.8986730767603,interne,49.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2010,2012,-6.6317595696544,-4.508794447894045,interne,57.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2011,2013,-4.7017527249975,-3.6749745232385442,interne,65.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2012,2014,-4.7796503883354,-4.533001265177708,interne,73.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2013,2015,-4.5930742477301,-4.369512835926647,interne,81.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2014,2016,-4.4855400029957,-4.182213086155176,interne,89.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2015,2017,-3.3034872638492,-3.6465886023289458,interne,97.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2016,2018,-3.5214990834454,-3.499158276938679,interne,105.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2017,2019,-3.8036360454124,-2.8359258987883584,interne,113.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
2018,2020,-7.1470874560234,-2.9058259276682237,interne,121.0,,SOBG,2,panel_leave_one_country_out,8.0,False,
