cible,horizon,modele,bloc,baseline_comparaison,n_previsions,rmse_modele,mae_modele,rmse_baseline,mae_baseline,biais_moyen_modele,gain_rmse_vs_baseline_pct,seuil_gain_atteint,statut,dm_pvalue_hln,dm_statut,rmse_relative_modele,rmse_relative_baseline,derive_systematique
INFLATION_CPI,5,elasticnet,interne,random_walk,6,0.8130125844105677,0.6613849542795235,0.5602882552033347,0.4821325870327538,0.6550591596901302,-45.106126509026424,False,evalue,,non_calcule,,,
INFLATION_CPI,5,elasticnet,finale,random_walk,4,3.4070132088602465,2.5858579054330137,3.665302599944413,2.776206612738551,-2.206568085231483,7.046877687208787,False,evalue,,non_calcule,,,
INFLATION_CPI,5,panel_avec_effets_fixes,interne,random_walk,6,1.3901111987998844,1.3109964599357864,0.5602882552033347,0.4821325870327538,1.3109964599357864,-148.10643198212284,False,evalue,,non_calcule,,,
INFLATION_CPI,5,panel_avec_effets_fixes,finale,random_walk,4,3.1438625286950375,2.6016122705938685,3.665302599944413,2.776206612738551,-1.747192226875267,14.226385326474368,True,evalue,,non_calcule,,,
INFLATION_CPI,5,panel_leave_one_country_out,interne,random_walk,6,3.7020038693368633,3.6734033422983408,0.5602882552033347,0.4821325870327538,3.6734033422983408,-560.7320133800351,False,evalue,,non_calcule,,,
INFLATION_CPI,5,panel_leave_one_country_out,finale,random_walk,4,2.576142673855406,2.5541646227944814,3.665302599944413,2.776206612738551,-0.12972048594490093,29.71541629620225,True,evalue,,non_calcule,,,
SOBG,1,elasticnet,interne,random_walk,14,2.1696544872252037,1.6265915910070292,1.5847366275448433,1.215113902885264,0.5020044028670286,,,evalue,0.1767591677153355,calcule,0.5488187015597595,0.40086248910335254,False
SOBG,1,elasticnet,finale,random_walk,4,0.9654632775796911,0.7570044238720348,0.8605043503644926,0.8062164712203501,0.6800194052423538,,,evalue,,non_calcule,0.1968475923071537,0.17544759440640678,True
SOBG,1,panel_avec_effets_fixes,interne,random_walk,14,1.5391075236898546,1.2188695064641035,1.5847366275448433,1.215113902885264,0.7952368605862953,,,evalue,0.8250872971720151,calcule,0.38932051056323164,0.40086248910335254,True
SOBG,1,panel_avec_effets_fixes,finale,random_walk,4,0.5163423327739393,0.42164936030376243,0.8605043503644926,0.8062164712203501,0.19537399814660106,,,evalue,,non_calcule,0.10527665564620035,0.17544759440640678,False
SOBG,1,panel_leave_one_country_out,interne,random_walk,14,1.575873619155384,1.217223171736297,1.5847366275448433,1.215113902885264,0.8161353403465421,,,evalue,0.9669578271920924,calcule,0.3986205723443218,0.40086248910335254,True
SOBG,1,panel_leave_one_country_out,finale,random_walk,4,0.5378096466322179,0.4400586694839248,0.8605043503644926,0.8062164712203501,0.1973391237355071,,,evalue,,non_calcule,0.10965361036259072,0.17544759440640678,False
SOBG,2,elasticnet,interne,random_walk,12,2.4921269003019133,1.9949752563091276,2.4413824250386735,1.9353863860503777,1.9949752563091276,,,evalue,0.8938539150539402,calcule,0.5476768983612853,0.5365251480961704,True
SOBG,2,elasticnet,finale,random_walk,4,1.4112288587831392,1.0554847103780518,1.7363432573303874,1.71595280901455,1.0058719070196886,,,evalue,,non_calcule,0.28773440636938497,0.35402174019615673,True
SOBG,2,panel_avec_effets_fixes,interne,random_walk,12,2.190474082231696,1.8249220125188812,2.4413824250386735,1.9353863860503777,1.8249220125188812,,,evalue,0.568105745689568,calcule,0.48138481678124095,0.5365251480961704,True
SOBG,2,panel_avec_effets_fixes,finale,random_walk,4,1.5302253468066138,0.9398638450658477,1.7363432573303874,1.71595280901455,0.9398638450658477,,,evalue,,non_calcule,0.3119965121422216,0.35402174019615673,True
SOBG,2,panel_leave_one_country_out,interne,random_walk,12,1.9193113572336564,1.3656897536135002,2.4413824250386735,1.9353863860503777,1.3085061972002092,,,evalue,0.2421228421164181,calcule,0.4217933248070044,0.5365251480961704,True
SOBG,2,panel_leave_one_country_out,finale,random_walk,4,1.5598794110620595,1.0356247137307037,1.7363432573303874,1.71595280901455,1.0356247137307037,,,evalue,,non_calcule,0.31804265733112996,0.35402174019615673,True
SOBG,3,elasticnet,interne,random_walk,10,4.2735660167791165,3.6669021344710315,3.0817461151153283,2.30970990540076,3.6669021344710315,,,evalue,0.12821077180970653,calcule,0.8713947150419277,0.6283785642409294,True
SOBG,3,elasticnet,finale,random_walk,4,5.429462509414609,4.20915279314592,2.221192730353471,2.17698335828525,-1.6888307710462058,,,evalue,,non_calcule,1.1070090880924301,0.45287734000234237,False
SOBG,3,panel_avec_effets_fixes,interne,random_walk,10,3.094721740102306,2.408751838585506,3.0817461151153283,2.30970990540076,2.3982205452940453,,,evalue,0.9707230663150626,calcule,0.631024338517874,0.6283785642409294,True
SOBG,3,panel_avec_effets_fixes,finale,random_walk,4,2.0797184577468895,1.6276823204160962,2.221192730353471,2.17698335828525,1.6276823204160962,,,evalue,,non_calcule,0.42403225538573686,0.45287734000234237,True
SOBG,3,panel_leave_one_country_out,interne,random_walk,10,3.170741605798603,2.3679771677481964,3.0817461151153283,2.30970990540076,2.282278628970304,,,evalue,0.7262732172949087,calcule,0.6465250489189447,0.6283785642409294,True
SOBG,3,panel_leave_one_country_out,finale,random_walk,4,2.154918689105749,1.8037795746696297,2.221192730353471,2.17698335828525,1.8037795746696297,,,evalue,,non_calcule,0.4393647748379959,0.45287734000234237,True
SOBG,4,elasticnet,interne,random_walk,8,3.8048819057466883,3.5929180929799323,1.8777319909875068,1.7069751462322498,3.5929180929799323,,,evalue,0.0,calcule,0.8377169684183413,0.41341833727254557,True
SOBG,4,elasticnet,finale,random_walk,4,1.835175393935811,1.772387267906217,2.293082881583889,2.0731287284470747,0.7463816055742005,,,evalue,,non_calcule,0.374172551299113,0.46753496966981245,False
SOBG,4,panel_avec_effets_fixes,interne,random_walk,8,2.7305877275124204,2.2768314890157875,1.8777319909875068,1.7069751462322498,2.2768314890157875,,,evalue,0.2925772158686606,calcule,0.6011907149173742,0.41341833727254557,True
SOBG,4,panel_avec_effets_fixes,finale,random_walk,4,2.27022927510433,2.0790644728223997,2.293082881583889,2.0731287284470747,2.0790644728223997,,,evalue,,non_calcule,0.46287536477804064,0.46753496966981245,True
SOBG,4,panel_leave_one_country_out,interne,random_walk,8,3.0633278128341455,2.6425903797464683,1.8777319909875068,1.7069751462322498,2.6425903797464683,,,evalue,0.2260070192454835,calcule,0.6744497601261042,0.41341833727254557,True
SOBG,4,panel_leave_one_country_out,finale,random_walk,4,2.666784871363358,2.537258212995673,2.293082881583889,2.0731287284470747,2.537258212995673,,,evalue,,non_calcule,0.5437287914720188,0.46753496966981245,True
